,ver_claim_ids,pos
5598,vclaim-sno-hannah-garman,"['girl', 'who']"
5599,vclaim-sno-hannah-microwave-butterflies,"['ad', 'who']"
5600,vclaim-sno-hantavirus-china,[]
5601,vclaim-sno-happen-riots-and-looting,"['meme', 'that', 'protests']"
5602,vclaim-sno-happiness-is-only-grin-deep,"['it', 'it']"
5603,vclaim-sno-happy-eid-al-adha,['circular']
5604,vclaim-sno-happy-face-spider,['photograph']
5605,vclaim-sno-happy-trails,['photograph']
5606,vclaim-sno-harambe-15000-votes,['gorilla']
5607,vclaim-sno-harding-china-poker,['harding']
5608,vclaim-sno-harlan-ellison,[]
5609,vclaim-sno-harlan-hill-eat-shoe-biden-won,"['hill', 'he', 'biden']"
5610,vclaim-sno-harley-davidson-1914-photo,"['photograph', 'harley']"
5611,vclaim-sno-harley-davidson-steel-tariffs,"['davidson', 'they']"
5612,vclaim-sno-harly-andrews-prayer-request,[]
5613,vclaim-sno-harold-estes,['letter']
5614,vclaim-sno-harpo-marx,['marx']
5615,vclaim-sno-harriet-tubman-gun-republican,['photograph']
5616,vclaim-sno-harriet-tubman-quote,"['tubman', 'i', 'i', 'they', 'they']"
5617,vclaim-sno-harris-18-24-voters-stupid,['harris']
5618,vclaim-sno-harris-believe-biden-accusers,"['harris', 'she', 'who']"
5619,vclaim-sno-harris-biden-blog-post,"['harris', 'biden']"
5620,vclaim-sno-harris-churches-propaganda-centers,['harris']
5621,vclaim-sno-harris-defund-police-tweet,"['harris', 'we']"
5622,vclaim-sno-harris-first-poc-vp,['harris']
5623,vclaim-sno-harris-military-against-trumpers,['harris']
5624,vclaim-sno-harris-protesters-bail,"['harris', 'that', 'protesters']"
5625,vclaim-sno-harris-round-up-trump,"['harris', 'we']"
5626,vclaim-sno-harris-twitter-trump,[]
5627,vclaim-sno-harrison-ford-holding-a-trump-sign,"['ford', 'he']"
5628,vclaim-sno-harrison-ford-trump-han-solo,['ford']
5629,vclaim-sno-harrods-santa,"['store', 'santa']"
5630,vclaim-sno-harry-admits-meghan-markle,"['report', 'harry', 'he', 'she']"
5631,vclaim-sno-harry-david-says-company-neutral-racism-neo-nazis,"['company', 'they']"
5632,vclaim-sno-harry-markle-rv-camper,['photograph']
5633,vclaim-sno-harry-potter-2020-movie-trailer,['video']
5634,vclaim-sno-harry-potter-8-2,['book']
5635,vclaim-sno-harry-potter-8,['rowling']
5636,vclaim-sno-harry-potter-and-the-path-to-salvation,['mom']
5637,vclaim-sno-harry-potter-cursed-child-movie-poster,"['radcliffe', 'he']"
5638,vclaim-sno-harry-potter-satanism,['books']
5639,vclaim-sno-harry-potter-show-coming-to-netflix,"['netflix', 'it']"
5640,vclaim-sno-hartz-hurt-pets,['flea']
5641,vclaim-sno-harvard-degrees-trump,['university']
5642,vclaim-sno-harvard-flaw-review,"['study', 'areas']"
5643,vclaim-sno-harvard-professor-wants-electoral-college-to-reject-trump,['professor']
5644,vclaim-sno-harvard-science-endowment,['harvard']
5645,vclaim-sno-harvard-segregated-graduation,['university']
5646,vclaim-sno-harvard-study-apple-iphones-sales-slows,"['study', 'apple']"
5647,vclaim-sno-harvard-study-confirms-tibetan-monks-can-raise-body-temperature-with-their-minds,"['study', 'monks']"
5648,vclaim-sno-harvard-study-ramen-damage-body,"['study', 'noodles']"
5649,vclaim-sno-harvard-study-unvaccinated-children,"['study', 'children']"
5650,vclaim-sno-harvey-milk-day,['bill']
5651,vclaim-sno-harvey-texas-insurance,"['law', 'it']"
5652,vclaim-sno-harvey-weinstein-suicide,['producer']
5653,vclaim-sno-has-indictment-been-issued-uranium-one,[]
5654,vclaim-sno-has-the-process-to-impeach-donald-trump-begun,['process']
5655,vclaim-sno-has-tony-podesta-been-arrested-in-the-mueller-investigation,[]
5656,vclaim-sno-hasbro-toys-death-row-records,['company']
5657,vclaim-sno-hasslin39-the-rand,"['paul', 'abortion', 'victims']"
5658,vclaim-sno-hatchimal-bath-bombs,['bombs']
5659,vclaim-sno-hats-off-to-japan,"['photographs', 'area']"
5660,vclaim-sno-hattie-mcdaniel-oscars-seat,[]
5661,vclaim-sno-haunted-mansion-secret-entrance,['ride']
5662,vclaim-sno-haunted-toys-r-us,['ghost']
5663,vclaim-sno-have-children-fined-lemonade-stands,[]
5664,vclaim-sno-have-undocumented-killed-63000-us-9-11,['immigrants']
5665,vclaim-sno-have-you-ever-been-in-an-accident-resulting-in-your-death,"['questionnaire', 'they']"
5666,vclaim-sno-hawaii-death-pods,['leaders']
5667,vclaim-sno-hawaii-official-no-obama-birth-certificate,"['official', 'certificate']"
5668,vclaim-sno-hawk-drops-snake-on-bbq,['video']
5669,vclaim-sno-hawker-beechcraft,['government']
5670,vclaim-sno-hawkeyes-childrens-hospital,['team']
5671,vclaim-sno-hazard-pay,"['hood', 'hasan']"
5672,vclaim-sno-hazmat-suits-5g-equipment,[]
5673,vclaim-sno-he-fights-trump,['kamena']
5674,vclaim-sno-he-loved-lucy,"['photograph', 'who']"
5675,vclaim-sno-he-loves-me-not,['woman']
5676,vclaim-sno-he39s-got-the-beat,"['clip', 'policeman']"
5677,vclaim-sno-head-case,['statues']
5678,vclaim-sno-head-man,['guillotin']
5679,vclaim-sno-head-of-purchasing,['government']
5680,vclaim-sno-head-of-the-class-2,"['photographs', 'obama']"
5681,vclaim-sno-head-of-the-class,['it']
5682,vclaim-sno-head-of-the-pack,['photograph']
5683,vclaim-sno-head-shot,['state']
5684,vclaim-sno-headless-chicken-deep-sea,"['video', 'that']"
5685,vclaim-sno-health-concerns,['statement']
5686,vclaim-sno-health-insurance-exemptions,[]
5687,vclaim-sno-health-insurance-under-the-affordable-care-act-costs-hundreds-or-thousands-per-month,['coverage']
5688,vclaim-sno-healthcare-deaths-terrorism-illegal-immigration,['lack']
5689,vclaim-sno-healthcare-gov-maintenance,['department']
5690,vclaim-sno-healthcare-in-japan,['presents']
5691,vclaim-sno-healthcare-profit-1973-hmo-act,['it']
5692,vclaim-sno-heart-attack-symptoms,['symptoms']
5693,vclaim-sno-heart-attacks-and-water,[]
5694,vclaim-sno-heart-transplant-child,['company']
5695,vclaim-sno-heartless-felons,['gang']
5696,vclaim-sno-heath-ledger-cyrian-murphy-photograph-real,"['photograph', 'ledger']"
5697,vclaim-sno-heather-bresch-attacked-by-bee-swarm-after-raising-epipen-price,"['bresch', 'they']"
5698,vclaim-sno-heather-holland-died-flu-medicine,"['holland', 'she']"
5699,vclaim-sno-heather-wick-slavery-joke,['wick']
5700,vclaim-sno-heaven-dissent,"['boy', 'who']"
5701,vclaim-sno-heaven-ray-cox,['cox']
5702,vclaim-sno-heavens-gate,"['goat', 'gate']"
5703,vclaim-sno-heavy-metal-addiction,['man']
5704,vclaim-sno-heb-coupon-scam,['b']
5705,vclaim-sno-hedgehog-skeleton-photo,['photograph']
5706,vclaim-sno-heeding-the-call,['suicide']
5707,vclaim-sno-heidi-cruz-call-girl,"['trump', 'she']"
5708,vclaim-sno-heil-walker,['photograph']
5709,vclaim-sno-heineken-beer-ad-babies,['advertisement']
5710,vclaim-sno-heir-raising-experience,['grandchildren']
5711,vclaim-sno-helen-keller-fly-plane,"['author', 'who']"
5712,vclaim-sno-helen-purcell-clinton-connection,"['purcell', 'who']"
5713,vclaim-sno-heliotrope-warning,"['heliotrope', 'who']"
5714,vclaim-sno-helium-beer,['adams']
5715,vclaim-sno-helium-coke,['company']
5716,vclaim-sno-hell-endothermic-exothermic,['student']
5717,vclaim-sno-hell-toupee,[]
5718,vclaim-sno-hello-kitty-good-bye-soul,['pact']
5719,vclaim-sno-hells-angels-seattle-antifa,[]
5720,vclaim-sno-helltown-document-real-events,"['film', 'mission']"
5721,vclaim-sno-helter-shelter,['photograph']
5722,vclaim-sno-hemingway-baby-shoes,['hemingway']
5723,vclaim-sno-henna-pecked,['tattoos']
5724,vclaim-sno-hennepin-county-flag,['protesters']
5725,vclaim-sno-henry-kissinger-trump-one-true-leader,['kissinger']
5726,vclaim-sno-henry-winkler-death,['winkler']
5727,vclaim-sno-hepatitis-a-outbreak-in-san-diego,[]
5728,vclaim-sno-hepatitis-c-drug-prices,['that']
5729,vclaim-sno-her-vacation-photo-went-viral,"['photographer', 'that', 'woman']"
5730,vclaim-sno-herb-carlyle-facebook-warning,['offender']
5731,vclaim-sno-hercules-biggest-dog,['photograph']
5732,vclaim-sno-here-my-dear,['gaye']
5733,vclaim-sno-herky-jerky,['treats']
5734,vclaim-sno-herman-munster-life-lessons,"['video', 'munster', 'lesson', 'i', 'you', 'it', 'you', 'what']"
5735,vclaim-sno-hermit-crab-using-skull-shell,['photograph']
5736,vclaim-sno-hernandez-abatement-ab-initio,['death']
5737,vclaim-sno-hero-ploy,['video']
5738,vclaim-sno-hero-wombats-australia-fires,['wombats']
5739,vclaim-sno-heroin-od-with-child-in-car,"['photograph', 'couple']"
5740,vclaim-sno-heroin-sweetarts,['police']
5741,vclaim-sno-hess-oil,['oil']
5742,vclaim-sno-heterosexual-near-death-experience,['man']
5743,vclaim-sno-hhs-allow-doctors-to-refuse-lgbtq,"['division', 'doctors']"
5744,vclaim-sno-hickory-walmart-trafficking,['woman']
5745,vclaim-sno-hidden-tax-credit-journalists,"['credit', 'plan']"
5746,vclaim-sno-hiding-in-a-hotel-as-unlisted,"['individuals', 'one']"
5747,vclaim-sno-hiding-shotgun,['criminals']
5748,vclaim-sno-high-chair-to-heaven,"['baby', 'they']"
5749,vclaim-sno-high-diving-giraffe-video,"['video', 'group']"
5750,vclaim-sno-high-five,['obama']
5751,vclaim-sno-high-flier,['texas']
5752,vclaim-sno-high-income-earners-tax-rate,['rate']
5753,vclaim-sno-high-school-band-police-shooting,"['band', 'that']"
5754,vclaim-sno-high-school-bans-flags-from-football-games,['principal']
5755,vclaim-sno-high-school-confidential-2,['school']
5756,vclaim-sno-high-school-prom-nazi-salute,[]
5757,vclaim-sno-high-speed-hawaii,['california']
5758,vclaim-sno-high-steaks,['photograph']
5759,vclaim-sno-high-wire-act,['photograph']
5760,vclaim-sno-highest-marks,"['student', 'he', 'he', 'he', 'he', 'he']"
5761,vclaim-sno-highway-closed-enemy-attack-signs,[]
5762,vclaim-sno-highway-plays-america-beautiful,"['portion', 'you']"
5763,vclaim-sno-highway-sign-consider-canada,['sign']
5764,vclaim-sno-highway-traffic-california-wildfire,['video']
5765,vclaim-sno-hijab-billboard-us,['photograph']
5766,vclaim-sno-hijack-hush-up,['media']
5767,vclaim-sno-hijack-this,['press']
5768,vclaim-sno-hillary-barnwell-body-double,"['woman', 'who', 'clinton']"
5769,vclaim-sno-hillary-bill-clinton-russia-sanctions-speech,"['clinton', 'husband', 'campaign']"
5770,vclaim-sno-hillary-calls-voters-bucket-of-losers,['clinton']
5771,vclaim-sno-hillary-caught-trashing-beyonce,['clinton']
5772,vclaim-sno-hillary-clinton-1-year-to-live,['clinton']
5773,vclaim-sno-hillary-clinton-800000-votes-non-citizens,"['study', 'clinton']"
5774,vclaim-sno-hillary-clinton-accidentally-gave-isis-400-million,['clinton']
5775,vclaim-sno-hillary-clinton-and-draftourdaughters,"['clinton', 'we']"
5776,vclaim-sno-hillary-clinton-anti-trump-website,['clinton']
5777,vclaim-sno-hillary-clinton-armani-jacket,['clinton']
5778,vclaim-sno-hillary-clinton-arrest-navy-seals,['seals']
5779,vclaim-sno-hillary-clinton-arrested-fbi-hoax,[]
5780,vclaim-sno-hillary-clinton-benghazi-msnbc,"['clinton', 'she', 'we']"
5781,vclaim-sno-hillary-clinton-blackface-photo,"['photograph', 'clinton']"
5782,vclaim-sno-hillary-clinton-blames-racism-for-cincinnati-gorillas-death,['clinton']
5783,vclaim-sno-hillary-clinton-bought-137-million-worth-of-illegal-arms,['foundation']
5784,vclaim-sno-hillary-clinton-broomstick-one,['service']
5785,vclaim-sno-hillary-clinton-buys-weather-channel-ads-during-hurricane-matthew,['campaign']
5786,vclaim-sno-hillary-clinton-called-trans-pacific-partnership-the-gold-standard,"['clinton', 'she']"
5787,vclaim-sno-hillary-clinton-calls-for-americans-to-respect-and-empathize-with-isis,"['clinton', 'americans']"
5788,vclaim-sno-hillary-clinton-communes-with-the-spirit-of-eleanor-roosevelt,"['video', 'clinton', 'wife']"
5789,vclaim-sno-hillary-clinton-dead-and-cloned,['clinton']
5790,vclaim-sno-hillary-clinton-defibrillator,"['photograph', 'clinton']"
5791,vclaim-sno-hillary-clinton-demanded-this-photo-be-removed,"['photograph', 'she']"
5792,vclaim-sno-hillary-clinton-disbarred,[]
5793,vclaim-sno-hillary-clinton-disqualified,[]
5794,vclaim-sno-hillary-clinton-documentary-missouri,[]
5795,vclaim-sno-hillary-clinton-donations-clinton-foundation,"['clinton', 'million']"
5796,vclaim-sno-hillary-clinton-dorian,['clinton']
5797,vclaim-sno-hillary-clinton-embraces-the-woman-card,"['clinton', 'who']"
5798,vclaim-sno-hillary-clinton-farms-estate-tax,"['clinton', 'which']"
5799,vclaim-sno-hillary-clinton-files-for-divorce-in-new-york-courts,['clinton']
5800,vclaim-sno-hillary-clinton-fill-senate-seat,['who']
5801,vclaim-sno-hillary-clinton-found-dead,[]
5802,vclaim-sno-hillary-clinton-freed-child-rapist-laughed-about-it,['clinton']
5803,vclaim-sno-hillary-clinton-goldman-sachs,[]
5804,vclaim-sno-hillary-clinton-grab-crotch,"['photograph', 'clinton']"
5805,vclaim-sno-hillary-clinton-had-drunken-meltdown-after-losing-the-election,['clinton']
5806,vclaim-sno-hillary-clinton-has-parkinsons-disease,"['photos', 'clinton']"
5807,vclaim-sno-hillary-clinton-hijab-campaign-ad,['clinton']
5808,vclaim-sno-hillary-clinton-hunting-expedition,[]
5809,vclaim-sno-hillary-clinton-hurricane-irma-florida-hillbillies,['clinton']
5810,vclaim-sno-hillary-clinton-iraq-vote-bribe,['clinton']
5811,vclaim-sno-hillary-clinton-killed-fbi-raid,[]
5812,vclaim-sno-hillary-clinton-lost-6-billion-at-state-dept,"['billion', 'clinton']"
5813,vclaim-sno-hillary-clinton-marriage-is-always-between-a-man-and-a-woman,"['clinton', 'she', 'marriage']"
5814,vclaim-sno-hillary-clinton-medical-records-leaked,"['records', 'clinton']"
5815,vclaim-sno-hillary-clinton-meets-osama-bin-laden,"['photograph', 'clinton']"
5816,vclaim-sno-hillary-clinton-noose,"['clinton', 'trump', 'we']"
5817,vclaim-sno-hillary-clinton-nurses,"['clinton', 'they']"
5818,vclaim-sno-hillary-clinton-rare-disease,['clinton']
5819,vclaim-sno-hillary-clinton-rated-admired-woman-twenty-times,[]
5820,vclaim-sno-hillary-clinton-refused-to-congratulate-american-gold-medalist,['clinton']
5821,vclaim-sno-hillary-clinton-regularly-had-her-maid-print-classified-documents,"['clinton', 'she']"
5822,vclaim-sno-hillary-clinton-rfk-comment,['clinton']
5823,vclaim-sno-hillary-clinton-right-to-be-believed,[]
5824,vclaim-sno-hillary-clinton-robert-mueller-uranium,['clinton']
5825,vclaim-sno-hillary-clinton-sat-monsanto-board,['clinton']
5826,vclaim-sno-hillary-clinton-secret-earpiece,['clinton']
5827,vclaim-sno-hillary-clinton-secret-plane-crash,['documents']
5828,vclaim-sno-hillary-clinton-secretly-opposes-equality,['clinton']
5829,vclaim-sno-hillary-clinton-security-threat-slide,['slide']
5830,vclaim-sno-hillary-clinton-seizure-video,['clinton']
5831,vclaim-sno-hillary-clinton-sharia-law,"['clinton', 'i', 'law']"
5832,vclaim-sno-hillary-clinton-slipping-on-stairs,"['image', 'clinton', 'she']"
5833,vclaim-sno-hillary-clinton-smash-phone-hammer,['clinton']
5834,vclaim-sno-hillary-clinton-snuff-film,['film']
5835,vclaim-sno-hillary-clinton-sponsored-a-bill-to-punish-flag-burning,"['clinton', 'flag']"
5836,vclaim-sno-hillary-clinton-staged-hiking-photograph,"['clinton', 'she']"
5837,vclaim-sno-hillary-clinton-started-birther-movement,['clinton']
5838,vclaim-sno-hillary-clinton-stole-white-house-furniture,['they']
5839,vclaim-sno-hillary-clinton-stupid-quote,"['clinton', 'voters']"
5840,vclaim-sno-hillary-clinton-supporter-stands-on-american-flag,['image']
5841,vclaim-sno-hillary-clinton-suppressed-haitis-minimum-wage,"['clinton', 'action']"
5842,vclaim-sno-hillary-clinton-teleprompter-debate,['clinton']
5843,vclaim-sno-hillary-clinton-threw-a-tantrum-with-matt-lauer,['clinton']
5844,vclaim-sno-hillary-clinton-told-seventeen-magazine-she-didnt-want-her-daughter-marrying-a-black-man,"['clinton', 'she', 'daughter']"
5845,vclaim-sno-hillary-clinton-topless-1960s,"['photograph', 'clinton']"
5846,vclaim-sno-hillary-clinton-trashed-michelle-obama-in-a-leaked-e-mail,['clinton']
5847,vclaim-sno-hillary-clinton-trial-benghazi,['clinton']
5848,vclaim-sno-hillary-clinton-truck-mishap,[]
5849,vclaim-sno-hillary-clinton-uranium-russia-deal,['sec']
5850,vclaim-sno-hillary-clinton-used-green-screen-to-make-a-fake-crowd-in-nevada,['clinton']
5851,vclaim-sno-hillary-clinton-used-model-from-syphilis-psa,['campaign']
5852,vclaim-sno-hillary-clinton-victims-of-war,"['clinton', 'women']"
5853,vclaim-sno-hillary-clinton-was-responsible-for-the-waco-massacre,"['clinton', 'that']"
5854,vclaim-sno-hillary-clinton-watergate,[]
5855,vclaim-sno-hillary-clinton-whisper-audio-glitch,['party']
5856,vclaim-sno-hillary-clintons-basement-dwellers,['clinton']
5857,vclaim-sno-hillary-clintons-popular-vote-win-came-entirely-from-california,['win']
5858,vclaim-sno-hillary-clintons-positive-political-ads,['clinton']
5859,vclaim-sno-hillary-clintons-premature-celebration,"['video', 'chelsea']"
5860,vclaim-sno-hillary-crossed-fingers,"['photograph', 'soldier']"
5861,vclaim-sno-hillary-get-wish-about-trump,"['photograph', 'clinton', 'someone']"
5862,vclaim-sno-hillary-hemispheric-government,"['clinton', 'we']"
5863,vclaim-sno-hillary-laughs-as-under-god-removed-from-pledge,"['video', 'clinton']"
5864,vclaim-sno-hillary-or-karl,['list']
5865,vclaim-sno-hillary-sand-wikileaks-dump,['clinton']
5866,vclaim-sno-hillary-trash-talk-obama,"['couric', 'clinton']"
5867,vclaim-sno-hillary-vs-hillary,[]
5868,vclaim-sno-hillarys-recovered-e-mails-reveal-republican-gun-grab-plan,['mails']
5869,vclaim-sno-himalayas-visible-india-30-years,['himalayas']
5870,vclaim-sno-hindu-goddess-kali-empire-state-building,[]
5871,vclaim-sno-hindu-red-dot,['dot']
5872,vclaim-sno-hipaa-medical-hack-insurance-claim-denials,"['patients', 'company']"
5873,vclaim-sno-hippo-eats-dwarf,['dwarf']
5874,vclaim-sno-hiroshima-vs-detroit,['set']
5875,vclaim-sno-his-airness-returns,['jordan']
5876,vclaim-sno-hispanic-leaders-speak-out,[]
5877,vclaim-sno-historic-change,['trust']
5878,vclaim-sno-historic-proportions,"['kaiser', 'something']"
5879,vclaim-sno-history-lessened,['article']
5880,vclaim-sno-hit-the-floor,"['lady', 'man']"
5881,vclaim-sno-hitler-1933-wsj-article,"['article', 'hitler']"
5882,vclaim-sno-hitler-chemical-weapons-spicer-assad,['hitler']
5883,vclaim-sno-hitler-control-quote,"['hitler', 'way']"
5884,vclaim-sno-hitler-defund-police,['hitler']
5885,vclaim-sno-hitler-holding-bible,"['photograph', 'hitler']"
5886,vclaim-sno-hitler-nazis-capitalist-system,"['hitler', 'who', 'nazis']"
5887,vclaim-sno-hitler-op-ed,['times']
5888,vclaim-sno-hitler-psychological-profile,['meme']
5889,vclaim-sno-hitler-start-wwiii,"['book', 'he']"
5890,vclaim-sno-hitler-time-magazine-1938,[]
5891,vclaim-sno-hitman-scam,"['hitmen', 'you']"
5892,vclaim-sno-hits-the-nail-on-the-head,['essay']
5893,vclaim-sno-hiv-in-canned-food-warning,['government']
5894,vclaim-sno-hiv-infected-needle-attacks,['madmen']
5895,vclaim-sno-hiv-manicure,['woman']
5896,vclaim-sno-hiv-needles-gas-pump-handles,[]
5897,vclaim-sno-hiv-treatment-funds-immigrants,['department']
5898,vclaim-sno-hm-release-equally-racist-collection,['h&m']
5899,vclaim-sno-hoa-lawn-flag,"['photograph', 'who', 'association', 'him']"
5900,vclaim-sno-hoarding-gas-plastic-bags,[]
5901,vclaim-sno-hoax-round-up,[]
5902,vclaim-sno-hobby-lobby-ceo-slaves,['ceo']
5903,vclaim-sno-hobby-lobby-coronavirus,"['green', 'wife']"
5904,vclaim-sno-hobby-lobby-cotton,['lobby']
5905,vclaim-sno-hobby-lobby-newspaper,"['store', 'that']"
5906,vclaim-sno-hobby-lobby-refuse-sell-jewish-holiday-items,['lobby']
5907,vclaim-sno-hobby-lobby-white-lives-matter,['green']
5908,vclaim-sno-hobby-lobby,['chain']
5909,vclaim-sno-hockey-pucks-shooting-defense,[]
5910,vclaim-sno-hocus-pocus-2,"['disney', 'film']"
5911,vclaim-sno-hoity-toity,['toity']
5912,vclaim-sno-hold-that-tiger,"['sharpton', 'he']"
5913,vclaim-sno-holiday-hate,['flier']
5914,vclaim-sno-holiday-mail-heroes,['americans']
5915,vclaim-sno-holiday-party,['mails']
5916,vclaim-sno-holiday-safe-ride-program,"['aaa', 'who']"
5917,vclaim-sno-holistic-doctor-big-pharma,"['damond', 'who']"
5918,vclaim-sno-holistic-doctor-death-conspiracy,"['practitioners', 'media']"
5919,vclaim-sno-hollow-point-ammunition-ban,['states']
5920,vclaim-sno-hollywood-sign-altered-hollyweed,['pranksters']
5921,vclaim-sno-hollywood-sign-hollyboob,[]
5922,vclaim-sno-hollywood-strike-trump-resigns,"['hollywood', 'trump']"
5923,vclaim-sno-holocaust-museum-warning-signs-fascism,['museum']
5924,vclaim-sno-holocaust-teaching-ban-uk,['schools']
5925,vclaim-sno-holy-day-game,['sox']
5926,vclaim-sno-holy-smoke,"['exclamation', 'smoke']"
5927,vclaim-sno-home-affairs-robbery-census,['warning']
5928,vclaim-sno-home-alone-mccallister-house,['address']
5929,vclaim-sno-home-alone-ticket-thrown-away,[]
5930,vclaim-sno-home-alone-world-trade-center,"['portion', 'which']"
5931,vclaim-sno-home-depot-bee-pesticides,['depot']
5932,vclaim-sno-home-depot-cofounder-endorses-donald-trump,['marcus']
5933,vclaim-sno-home-depot-facebook-coupon-scam,"['depot', 'they']"
5934,vclaim-sno-home-depot-hat-response,['representative']
5935,vclaim-sno-home-depot-recalled-ceiling-fans,"['fans', 'consumers', 'blades']"
5936,vclaim-sno-home-depot-trump-border-wall,['depot']
5937,vclaim-sno-home-depot-veteran,['manager']
5938,vclaim-sno-home-depot,"['store', 'that']"
5939,vclaim-sno-home-despot,['chain']
5940,vclaim-sno-home-invasion-thwarted,[]
5941,vclaim-sno-home-on-the-million-dollar-range,['item']
5942,vclaim-sno-home-pregnancy-tests-detect-testicular-cancer,['test']
5943,vclaim-sno-home-run,"['provision', 'agents']"
5944,vclaim-sno-home-sales-tax,['provision']
5945,vclaim-sno-homeland-security-indicts-hillary,['department']
5946,vclaim-sno-homeless-go-back-to-africa-sign,"['photograph', 'that', 'niggers']"
5947,vclaim-sno-homeless-in-the-range,['government']
5948,vclaim-sno-homeless-man-vs-corporate-thief,['article']
5949,vclaim-sno-homeless-veteran-dying-bush,['pair']
5950,vclaim-sno-homeless-woman-frozen-baby,['photograph']
5951,vclaim-sno-homeopathic-drugs-now-illegal,"['fda', 'drugs']"
5952,vclaim-sno-homeowner-trapped-installing-christmas-decorations,['photograph']
5953,vclaim-sno-hometown-buffett,"['buffett', 'he', 'that', 'members']"
5954,vclaim-sno-homework-spelled-backwards,['homework']
5955,vclaim-sno-homicide-victims-with-restraining-orders,['who']
5956,vclaim-sno-honda-cog-commercial,[]
5957,vclaim-sno-honey-and-cinnamon-cure,['honey']
5958,vclaim-sno-honey-bees-cook-murder-hornets,"['photograph', 'group']"
5959,vclaim-sno-honey-browser-extension,"['extension', 'honey']"
5960,vclaim-sno-hong-kong-protesters-projectors,"['video', 'protesters']"
5961,vclaim-sno-honor-barred,['it']
5962,vclaim-sno-honor-guard,['list']
5963,vclaim-sno-hooray-for-heywood,['reporters']
5964,vclaim-sno-hooters-valentines-day-special,"['restaurants', 'who']"
5965,vclaim-sno-hoover-dam-bodies,[]
5966,vclaim-sno-hope-springs-eternal,[]
5967,vclaim-sno-hopping-mad,['photograph']
5968,vclaim-sno-horngus-of-a-dongfish,['image']
5969,vclaim-sno-horse-and-home,[]
5970,vclaim-sno-horse-horse,"['photograph', 'coat']"
5971,vclaim-sno-horse-living-in-apartment,"['photograph', 'horse']"
5972,vclaim-sno-horse-markings-wolf,['photograph']
5973,vclaim-sno-horse-of-a-diffident-choler,['legislation']
5974,vclaim-sno-horse-rescue-niagara,['horses']
5975,vclaim-sno-horse-thief-ancestor,['relative']
5976,vclaim-sno-horseless-carriage-committee,['report']
5977,vclaim-sno-hospital-care,['account']
5978,vclaim-sno-hospital-visit,"['obama', 'who']"
5979,vclaim-sno-hospitals-july,['rates']
5980,vclaim-sno-hostage-negotiations,"['photographs', 'officials', 'who']"
5981,vclaim-sno-hostess-with-the-mostest,"['hostess', 'company']"
5982,vclaim-sno-hostile-forces,['eliminates']
5983,vclaim-sno-hot-button-issue,[]
5984,vclaim-sno-hot-cross-bun-breathalyzer,['consumption']
5985,vclaim-sno-hot-dog-dog-meat,['police']
5986,vclaim-sno-hot-dog,['who']
5987,vclaim-sno-hot-mic-fox-news-covid,"['documents', 'exchange', 'they']"
5988,vclaim-sno-hot-pockets-recall,['nestlé']
5989,vclaim-sno-hotel-california,['song']
5990,vclaim-sno-hotel-cleaner-used-condom,['cleaner']
5991,vclaim-sno-hotel-of-the-gods,[]
5992,vclaim-sno-hotel-room-credit-card-phone-call-scam,['scammers']
5993,vclaim-sno-hotel-sheep,['world']
5994,vclaim-sno-hotel-towel-under-door,"['article', 'guests']"
5995,vclaim-sno-hotelicopter,"['photographs', 'which']"
5996,vclaim-sno-hotels-accept-pets,"['government', 'law', 'owners']"
5997,vclaim-sno-hour-dearly-beloved,['patients']
5998,vclaim-sno-house-25-million-raise-covid,['act']
5999,vclaim-sno-house-bill-196-castle-doctrine,['hb']
6000,vclaim-sno-house-cleaning,['seats']
6001,vclaim-sno-house-committee-oath-god,"['committee', 'that']"
6002,vclaim-sno-house-democrats-in-ghana,"['photograph', 'members']"
6003,vclaim-sno-house-exorcism-hurricane,['exorcism']
6004,vclaim-sno-house-fire-nike-shoes-burn,['man']
6005,vclaim-sno-house-fire-virginia,['demonstrators']
6006,vclaim-sno-house-passes-bill-letting-government-contractors-fire-lgbt-people,"['house', 'that', 'contractors']"
6007,vclaim-sno-house-rules,['photograph']
6008,vclaim-sno-house-shield-from-prosecution,"['representatives', 'that']"
6009,vclaim-sno-house-speaker-podium-ebay,[]
6010,vclaim-sno-household-dieffenbachia-deadly,"['dieffenbachia', 'it']"
6011,vclaim-sno-household-printers-tracking-code,"['printers', 'that']"
6012,vclaim-sno-household-uses-for-wd-40,['article']
6013,vclaim-sno-houses-in-unusual-places,['photographs']
6014,vclaim-sno-houston-cannibal-ivan-yanukovych,"['police', 'who']"
6015,vclaim-sno-houston-elevator-death,[]
6016,vclaim-sno-houston-gas-masks-mosquitoes,"['authorities', 'texas', 'they', 'that']"
6017,vclaim-sno-houston-hustle,['city']
6018,vclaim-sno-houston-we-have-a-problem,['department']
6019,vclaim-sno-how-big-is-wal-mart,['mail']
6020,vclaim-sno-how-four-presidents-celebrated-4th-of-july,"['image', 'obama', 'trump']"
6021,vclaim-sno-how-green-was-my-ballyhoo,['cola']
6022,vclaim-sno-how-much-sugar-cadbury-creme-egg,['video']
6023,vclaim-sno-how-to-be-a-good-wife,['list']
6024,vclaim-sno-how-to-create-a-social-state,['list']
6025,vclaim-sno-how-to-fix-the-economy,['letter']
6026,vclaim-sno-howie-mandel-justin-trudeau,['mandel']
6027,vclaim-sno-howl-to-the-chief,[]
