,ver_claim_ids,ver_claim_encodings
8963,vclaim-sno-northern-exposure,"[ 0.11358496  0.12073847  0.02316728 ... -0.03926747 -0.03814262
  0.0952789 ]"
8964,vclaim-sno-northern-lights-seen-space,[0.09992648 0.17959446 0.18523987 ... 0.02017609 0.         0.04489511]
8965,vclaim-sno-norway-marriage-animals,"[ 0.11713244  0.06061954  0.01091314 ...  0.03072003 -0.03814262
  0.02509149]"
8966,vclaim-sno-norway-reclassify-covid-as-flu,[0.07574067 0.12788454 0.14325549 ... 0.022997   0.00258289 0.02743784]
8967,vclaim-sno-norway-renames-shithole-solidarity-countries-trump-insulted,"[ 0.1005022   0.18024188  0.07083568 ...  0.01760986 -0.03814262
  0.04909895]"
8968,vclaim-sno-norway-surplus-apples-for-free,[0.09055004 0.12173806 0.09894903 ... 0.05852564 0.01083931 0.11431044]
8969,vclaim-sno-norway-vaccine-deaths,"[ 0.14290635  0.12114903  0.0830936  ...  0.05834258 -0.03814262
  0.00034406]"
8970,vclaim-sno-norwegian-cartoon-banned-twitter-facebook,"[ 0.11795431  0.13051298  0.08220635 ...  0.00729552 -0.03593595
  0.17058843]"
8971,vclaim-sno-norwegian-police-officers,"[ 0.07693836  0.11361584  0.1048357  ...  0.15194394 -0.03814262
 -0.01358156]"
8972,vclaim-sno-nose-on-forehead,"[ 0.08075849  0.10040801  0.21105921 ...  0.08534788 -0.03814262
  0.08761222]"
8973,vclaim-sno-nostradamus-911-prediction,"[ 0.12450229  0.10814593  0.11333647 ...  0.01426746 -0.03814262
  0.03005321]"
8974,vclaim-sno-nostradamus-covid-19,"[ 0.1110729   0.06737884  0.18006113 ...  0.03223768 -0.0059574
  0.05755695]"
8975,vclaim-sno-nostradamus-notre-dame-fire,"[ 0.06870378  0.08643505  0.12760879 ... -0.02384939 -0.00599753
  0.03328865]"
8976,vclaim-sno-nostradamus-predict-feeble-man,"[ 0.15687914  0.05559344  0.10859488 ...  0.0138208  -0.03814262
  0.0446378 ]"
8977,vclaim-sno-not-dead-yet,"[ 0.17251204  0.10837148  0.16210108 ...  0.1187402  -0.02039492
  0.0586775 ]"
8978,vclaim-sno-not-lovin39-it,"[ 0.11245242  0.09849077  0.11808402 ...  0.15707053 -0.01029338
  0.11144842]"
8979,vclaim-sno-not-my-dog,"[ 0.08739323  0.07562748  0.12394156 ...  0.07467416 -0.03814262
  0.03597756]"
8980,vclaim-sno-not-my-teeth,"[ 0.07285857  0.00042183  0.15022169 ...  0.08139242 -0.03814262
  0.12347465]"
8981,vclaim-sno-not-one-drop-bear-cub,"[ 0.08075849  0.02443353  0.07641837 ...  0.07542907 -0.02975322
  0.11550631]"
8982,vclaim-sno-not-paying-the-devil-his-due,"[ 0.05694371  0.13046566  0.08470777 ...  0.06613467 -0.00268595
 -0.02892261]"
8983,vclaim-sno-notre-dame-barrett-nomination,[0.05213413 0.11522797 0.10266498 ... 0.10667139 0.         0.19301866]
8984,vclaim-sno-notre-dame-burning-eiffel-tower,[0.11858565 0.12471809 0.10448699 ... 0.1282556  0.         0.00916863]
8985,vclaim-sno-november-6th,"[ 0.09325264  0.08819579  0.02952268 ...  0.01103648 -0.03814262
  0.07390951]"
8986,vclaim-sno-november-surprise,[0.09944736 0.17438346 0.08801408 ... 0.07899988 0.02260692 0.03035923]
8987,vclaim-sno-npr-riot-article-before-riot,"[ 0.04540348  0.13850398  0.13684826 ...  0.07191401 -0.03814262
  0.04056498]"
8988,vclaim-sno-nps-twitter-account-shut-down,[0.06345757 0.20233363 0.08578637 ... 0.05464267 0.02166353 0.09199917]
8989,vclaim-sno-nra-california-open-carry-ban,"[ 0.05977842  0.14294691  0.00638584 ...  0.03490832 -0.03814262
  0.06966569]"
8990,vclaim-sno-nra-convention-gun-ban,"[ 0.0263554   0.09727325  0.0115241  ...  0.18258695 -0.03814262
 -0.01946327]"
8991,vclaim-sno-nra-events-guns,[0.07222842 0.14766398 0.03067612 ... 0.11879943 0.02981988 0.09323099]
8992,vclaim-sno-nra-founded-protect-black-people-kkk,"[ 0.15096132  0.08893181  0.09209909 ... -0.03347788 -0.03814262
  0.04270736]"
8993,vclaim-sno-nra-hillary-clinton-quote,"[ 0.10544659  0.05845714  0.04650551 ... -0.02300762 -0.03814262
  0.03676958]"
8994,vclaim-sno-nra-leader-wayne-lapierre-receive-draft-deferment-nervous-disorder,"[ 0.03289971  0.11402452  0.13450569 ... -0.03926747 -0.00740918
  0.08908396]"
8995,vclaim-sno-nra-letter-wisconsin-judges,"[ 0.0523448   0.14109586  0.06185291 ... -0.00453337 -0.00413295
  0.11427911]"
8996,vclaim-sno-nra-president-jim-porter-matter-time-can-colored-people,"[ 0.03823151  0.10312631  0.04884151 ...  0.07666173 -0.03814262
  0.17581517]"
8997,vclaim-sno-nra-tax-exempt-non-profit,"[ 0.04837844  0.11913978  0.00584672 ...  0.00236221 -0.03814262
 -0.02892261]"
8998,vclaim-sno-nra-thomas-friends-kkk,"[ 0.08116097  0.13300575  0.1298497  ...  0.03118374 -0.03814262
  0.1335003 ]"
8999,vclaim-sno-nra-violence-against-women-act,[0.04566814 0.16919588 0.1307025  ... 0.01846341 0.00884731 0.        ]
9000,vclaim-sno-nsa-on-the-shelf,[0.13422543 0.08330169 0.07737447 ... 0.04948291 0.01610306 0.03074292]
9001,vclaim-sno-nsa-toilet-cameras-sign,"[ 0.07784846  0.12785976  0.05660784 ...  0.05425259  0.07202747
 -0.01144825]"
9002,vclaim-sno-nuby-pacifier-recall,"[ 0.10874704 -0.00945566  0.11122105 ...  0.03122604  0.01750052
  0.04013334]"
9003,vclaim-sno-nuclear-bomb-detonated-in-ukraine,"[ 0.14788686  0.11300561  0.10766075 ... -0.03713203 -0.03814262
  0.04328047]"
9004,vclaim-sno-nuclear-fallout-map,"[ 0.1440621   0.1270214   0.10591199 ...  0.09331551 -0.02593523
 -0.01957145]"
9005,vclaim-sno-nuclear-family,"[ 0.08576211  0.10940308  0.18553847 ...  0.04939954 -0.00473221
  0.0167419 ]"
9006,vclaim-sno-nuclear-mutant-daisies,"[ 0.05682091  0.16040923  0.10448699 ...  0.13324313 -0.03814262
  0.0081287 ]"
9007,vclaim-sno-nude-sunbather-turtle-eggs,"[ 0.07299364  0.08554646  0.12585841 ...  0.04335244 -0.03814262
  0.01335009]"
9008,vclaim-sno-nugents-of-wisdom,"[ 0.03009809  0.04848616  0.0716961  ... -0.03349476 -0.03814262
  0.14718731]"
9009,vclaim-sno-nunes-flynn-turkey-meeting,"[ 0.10136577  0.16863228  0.08074467 ... -0.03926747  0.04840722
  0.10125747]"
9010,vclaim-sno-nuns-at-trump-rally-maga,"[ 0.10610284  0.1687734   0.08440042 ...  0.1690344  -0.03814262
  0.1687176 ]"
9011,vclaim-sno-nurse-gop-convention-shooting,"[ 0.07383685  0.09417432  0.16646066 ...  0.03865605 -0.03814262
  0.06290302]"
9012,vclaim-sno-nurse-passes-out,"[ 0.06234099  0.07685783  0.01177016 ... -0.01157989 -0.03814262
  0.06970516]"
9013,vclaim-sno-nutella-cancer-risk,[0.10550124 0.10996684 0.16615404 ... 0.1438068  0.03437918 0.08422595]
9014,vclaim-sno-nutz-r-us,"[ 0.08585398  0.20737246  0.06922431 ... -0.00083167 -0.01359086
  0.05504049]"
9015,vclaim-sno-nwllab-moh-bulletin-coronavirus,[0.13399875 0.14326607 0.16220802 ... 0.04985254 0.05047241 0.0487912 ]
9016,vclaim-sno-ny-dems-block-tuition-aid-gold-star,[0.11562452 0.12985565 0.08795045 ... 0.10406672 0.01151332 0.0222837 ]
9017,vclaim-sno-ny-hospitals-unvaccinated-parents,[0.10302281 0.06977651 0.05757014 ... 0.16510342 0.00673029 0.02415898]
9018,vclaim-sno-ny-lawmaker-anti-harassment,"[ 0.03252987  0.1464392   0.06371631 ... -0.01453528 -0.03814262
  0.11420364]"
9019,vclaim-sno-nyc-firefighter-memorial,"[ 0.070875    0.03191155  0.15477575 ... -0.02230072 -0.03814262
 -0.01555518]"
9020,vclaim-sno-nyc-premarked-ballots,"[ 0.08616146  0.0799824   0.09781618 ...  0.0546831  -0.03814262
  0.08121713]"
9021,vclaim-sno-nyc-restaurant-serves-humans,"[ 0.08439927  0.07920261  0.07127467 ...  0.0339294  -0.01016019
  0.01415857]"
9022,vclaim-sno-nyc-sanitation-posters,[0.10272229 0.01083187 0.1380225  ... 0.08910622 0.06927278 0.04343671]
9023,vclaim-sno-nyet,"[ 0.11308306  0.13435568  0.1223765  ...  0.00496456 -0.03412161
  0.05853798]"
9024,vclaim-sno-nylabone-seizure-rumor,"[ 0.16163224  0.05879122  0.08435716 ...  0.07277633 -0.00548212
 -0.01911866]"
9025,vclaim-sno-nypd-arm-bands,"[ 0.11517078  0.0692398   0.18145335 ...  0.03032588  0.00564886
 -0.01757635]"
9026,vclaim-sno-nypd-denied-service-at-a-brooklyn-dunkin-donuts,"[ 0.06697571  0.07738876  0.01852834 ...  0.13735445 -0.03340631
  0.00049654]"
9027,vclaim-sno-nypd-fbi-malcolm-x-assassination,[0.09936259 0.10850123 0.07247894 ... 0.00264159 0.         0.08428441]
9028,vclaim-sno-nypd-officer-caught-raping-girl,"[ 0.07242639  0.086169    0.1723887  ...  0.03075886 -0.03814262
  0.01359579]"
9029,vclaim-sno-nypd-raids-hillary-clintons-property,"[ 0.09327404  0.09878183  0.06630373 ... -0.01983254 -0.01822864
  0.11061819]"
9030,vclaim-sno-nypd-robot-dogs-police,[0.06086874 0.10268142 0.08950341 ... 0.08527289 0.02416292 0.04118974]
9031,vclaim-sno-nyt-1924-hitler-tamed-by-prison,[0.04841286 0.12017448 0.13689046 ... 0.         0.         0.08837969]
9032,vclaim-sno-nyt-wilson-address,[0.08513893 0.10995496 0.09764663 ... 0.02283825 0.05490699 0.12491149]
9033,vclaim-sno-nytimes-wiretap-articles,[0.08513893 0.10219592 0.10374296 ... 0.20282121 0.01870318 0.07118122]
9034,vclaim-sno-nz-prime-minister-massacre-aid,"[ 0.18176241  0.10899118  0.22416839 ... -0.03033721 -0.02686166
  0.0378687 ]"
9035,vclaim-sno-o-christmas-fee,"[ 0.11164837  0.13653852  0.01912347 ...  0.06794816 -0.03814262
  0.00522398]"
9036,vclaim-sno-o-j-simpson-case-knife-claim,[0.11641072 0.09459349 0.14679015 ... 0.05056563 0.008946   0.08225335]
9037,vclaim-sno-oak-trees-versailles-notre-dame,[0.06058864 0.12655716 0.10333527 ... 0.01658687 0.00182278 0.05283422]
9038,vclaim-sno-oakland-coffee-police-officers,"[ 0.03782868  0.15373442  0.12624654 ...  0.02644871 -0.00386506
  0.11084881]"
9039,vclaim-sno-oakland-raiders-players-punish-derek-carr-standing-national-anthem,"[ 0.05774777  0.06303555  0.08875531 ...  0.05175342 -0.03814262
  0.15592913]"
9040,vclaim-sno-oakland-shortstop-nra-shirt,"[ 0.04318749  0.10184242  0.2407552  ...  0.05390186 -0.03814262
  0.02083148]"
9041,vclaim-sno-oath-keepers-ohio-mall,"[ 0.01726796  0.12327918  0.15171574 ...  0.07189023 -0.00243436
  0.05341588]"
9042,vclaim-sno-obama-400-million-restitution,"[ 0.04379315  0.14258751  0.11112414 ...  0.01307808 -0.02740792
  0.00454473]"
9043,vclaim-sno-obama-65000-hot-dogs,[0.04905389 0.14995912 0.11973804 ... 0.09866573 0.04766455 0.0380366 ]
9044,vclaim-sno-obama-admin-wuhan-lab-grant,[0.13376404 0.16725245 0.02311668 ... 0.03542372 0.02740559 0.04464326]
9045,vclaim-sno-obama-administration-unable-arrange-release,"[ 0.12136619  0.20058411  0.05488398 ...  0.09133803 -0.03814262
 -0.02892261]"
9046,vclaim-sno-obama-admiral-stop-bibles,"[ 0.04972912  0.0565481   0.02554561 ...  0.07112987 -0.03814262
  0.0244498 ]"
9047,vclaim-sno-obama-admits-kenya-birth,"[ 0.12684934  0.12763868  0.1519802  ...  0.01819287 -0.03814262
  0.04131569]"
9048,vclaim-sno-obama-agree-trump-administration-immigration-policies,"[ 0.10782555  0.09118736  0.0491562  ...  0.03751716 -0.01151664
  0.06225421]"
9049,vclaim-sno-obama-al-sharpton-taxes,"[ 0.05310734  0.04724628  0.1260642  ... -0.03045204 -0.03814262
  0.07498554]"
9050,vclaim-sno-obama-aleister-crowley,"[ 0.05682091  0.06331453  0.31795397 ...  0.02505703 -0.03814262
  0.07116869]"
9051,vclaim-sno-obama-all-american-voter-fraud,"[ 0.1003378   0.14041495  0.10581156 ...  0.00720676 -0.03814262
  0.05234067]"
9052,vclaim-sno-obama-allows-satanic-ceremony,"[ 0.04972912  0.15540794  0.11333437 ...  0.04402248 -0.03814262
  0.02373684]"
9053,vclaim-sno-obama-americans-are-better-off-under-martial-law,"[ 0.08046509  0.0983182   0.03710812 ... -0.00193427 -0.03814262
  0.08389832]"
9054,vclaim-sno-obama-and-trump-use-umbrellas,"[ 0.05682091  0.11786699  0.10448699 ...  0.08072951 -0.01493473
  0.18244499]"
9055,vclaim-sno-obama-apologizes-for-declaration-of-independence,"[ 0.04984805  0.13955143  0.03072355 ...  0.0245633  -0.03814262
  0.02278796]"
9056,vclaim-sno-obama-apology-hiroshima,"[ 0.11175441  0.11449172  0.07026276 ...  0.00637647 -0.03814262
  0.05544512]"
9057,vclaim-sno-obama-army-anti-trump-activists,"[ 0.09426057  0.09500907  0.10354969 ...  0.10230356 -0.03814262
  0.05823228]"
9058,vclaim-sno-obama-arrested-in-japan,"[ 0.14541261  0.1385984   0.13349397 ...  0.0758693  -0.03814262
  0.04241264]"
9059,vclaim-sno-obama-attach-personal-message-letter-wrote-trump,"[ 0.07202265  0.09692819  0.07849878 ... -0.03728772 -0.03814262
  0.17734043]"
9060,vclaim-sno-obama-bald-eagle-bison,"[ 0.09383156  0.12455234  0.09065149 ...  0.05929431 -0.03814262
  0.02598434]"
9061,vclaim-sno-obama-bans-confederate-flag,"[ 0.09944736  0.1135153   0.03873197 ...  0.0080194  -0.03814262
  0.03330993]"
9062,vclaim-sno-obama-begun-confiscating-guns-force,[0.09944736 0.04724628 0.036512   ... 0.03136655 0.         0.01764331]
9063,vclaim-sno-obama-bernie-2016-sign,"[ 0.05682091  0.06331453  0.10448699 ...  0.03429684 -0.03814262
  0.09394721]"
9064,vclaim-sno-obama-biological-father-lawsuit,"[ 0.05097512  0.07956443  0.08985467 ...  0.0032853  -0.03814262
  0.14058208]"
9065,vclaim-sno-obama-black-lives-matter-memorial,"[ 0.04972912  0.13955143  0.09315786 ...  0.01964984 -0.02531227
  0.00986376]"
9066,vclaim-sno-obama-black-panther-photo,"[ 0.08301874  0.09812014  0.1225844  ...  0.07574712 -0.03814262
  0.02484542]"
9067,vclaim-sno-obama-block-fox-news-reporters,[0.09791522 0.12387032 0.09759641 ... 0.00982123 0.00371206 0.11789944]
9068,vclaim-sno-obama-bribed-iran-400-million-to-release-u-s-prisoners,"[ 0.0878481   0.21231368  0.04623728 ...  0.2146178  -0.02359625
 -0.01219016]"
9069,vclaim-sno-obama-build-cages-immigrants,"[ 0.04883166  0.02059993  0.14558983 ...  0.11765325 -0.03739165
  0.06980604]"
9070,vclaim-sno-obama-burial-plot,[0.04972912 0.07099435 0.08136695 ... 0.08351822 0.01965689 0.02400091]
9071,vclaim-sno-obama-caliph-isis-photo,"[ 0.05682091  0.06331453  0.18938175 ...  0.05443152 -0.02006354
  0.0197641 ]"
9072,vclaim-sno-obama-called-libya-a-sht-show-and-media-was-silent,"[ 0.1203464   0.11437978  0.09910844 ... -0.03926747 -0.03814262
  0.08067252]"
9073,vclaim-sno-obama-calls-americans-lazy,[0.04245553 0.09656323 0.11256377 ... 0.0538489  0.00423783 0.00292116]
9074,vclaim-sno-obama-calls-putin-a-jackass,"[ 0.06637225  0.11437978  0.11375255 ... -0.01241037  0.03935978
  0.05439583]"
9075,vclaim-sno-obama-cameron-kiss,"[ 0.1682893   0.08973397  0.13705827 ...  0.03061828 -0.03814262
  0.16936274]"
9076,vclaim-sno-obama-campaign-candidates-2018,[0.06972976 0.07616134 0.08115976 ... 0.         0.         0.05133468]
9077,vclaim-sno-obama-campaign-use-tactics-cambridge-analytica,"[ 0.08056305  0.14183016  0.08749525 ...  0.04851669 -0.02224241
  0.06037969]"
9078,vclaim-sno-obama-changes-oath-of-allegiance,"[ 0.09944736  0.10133682  0.11279811 ... -0.03605484  0.03742823
  0.0188509 ]"
9079,vclaim-sno-obama-changing-face-america,"[ 0.10272229  0.05651327  0.08775055 ...  0.06035228 -0.02376361
  0.03174236]"
9080,vclaim-sno-obama-chicago-transgender-locker-room,"[ 0.04972912  0.10145967  0.07414556 ...  0.07334936 -0.00672685
  0.02001479]"
9081,vclaim-sno-obama-cia-isis-train,"[ 0.07817028  0.12746896  0.08888086 ... -0.03926747 -0.01845462
  0.02392224]"
9082,vclaim-sno-obama-claiming-kenyan-citizenship,"[ 0.1101367   0.13975395  0.09123313 ... -0.03926747 -0.00406923
  0.0140428 ]"
9083,vclaim-sno-obama-commissions-gender-neutral-bible,[0.04972912 0.11684669 0.05260657 ... 0.05846839 0.01313207 0.21155506]
9084,vclaim-sno-obama-confederate-campaign-button,"[ 0.07158584  0.08401536  0.18576565 ...  0.05570815 -0.03531697
  0.03257518]"
9085,vclaim-sno-obama-confirms-he-will-refuse-to-leave-office,"[ 0.09944736  0.17438346  0.02931506 ... -0.03926747 -0.03814262
  0.17462714]"
9086,vclaim-sno-obama-coronavirus-masks,"[ 0.07401678  0.11671841  0.09335151 ...  0.06554949 -0.02350885
  0.05078075]"
9087,vclaim-sno-obama-country-owes-gratitude,"[ 0.05860267  0.14951204  0.02366895 ...  0.06286616 -0.03814262
  0.06744328]"
9088,vclaim-sno-obama-created-more-jobs-trump,"[ 0.04964133  0.20865452  0.09073529 ...  0.23887728 -0.03814262
  0.19837947]"
9089,vclaim-sno-obama-crying-like-a-psychopath-meme,"[ 0.05719667  0.11115853  0.10109126 ... -0.01789821 -0.0286491
  0.04031334]"
9090,vclaim-sno-obama-cuts-military-pay,"[ 0.09944736  0.16062719  0.09197948 ...  0.23862733 -0.03814262
  0.01245562]"
9091,vclaim-sno-obama-declares-islam-as-americas-religion,"[ 0.08250484  0.08655326  0.04222525 ... -0.0044004  -0.03814262
  0.01048409]"
9092,vclaim-sno-obama-demands-monument,"[ 0.08045418  0.12157777  0.09537953 ...  0.02997931 -0.03814262
  0.02151912]"
9093,vclaim-sno-obama-demands-rib,"[ 0.12830405  0.13608238  0.15525061 ...  0.01302539 -0.03814262
  0.0337909 ]"
9094,vclaim-sno-obama-deported-more-people,"[ 0.03916331  0.14100003  0.1212579  ...  0.10482353 -0.03814262
  0.01774992]"
9095,vclaim-sno-obama-divorce-rumors,"[ 0.06757998  0.03975286  0.0819245  ... -0.03926747 -0.03814262
  0.06917773]"
9096,vclaim-sno-obama-do-something-about-president,"[ 0.07256009  0.1135878   0.05704397 ... -0.00378309 -0.02755486
  0.05112205]"
9097,vclaim-sno-obama-dog-airplane,"[ 0.07576716  0.07233479  0.06614915 ...  0.10836824 -0.03814262
  0.05401439]"
9098,vclaim-sno-obama-dont-separate-mommy-protest-sign-real,"[ 0.05682091  0.08706902  0.10528336 ...  0.12293128 -0.00160634
  0.01490658]"
9099,vclaim-sno-obama-door-kick,"[ 0.13791846  0.10827595  0.11125904 ...  0.05874243 -0.03169826
  0.06034528]"
9100,vclaim-sno-obama-drone-strikes,"[ 0.07817028  0.12746896  0.08273955 ...  0.05193077 -0.03814262
  0.01135153]"
9101,vclaim-sno-obama-encouraged-illegal-aliens-to-vote,"[ 0.05970329  0.04724628  0.02554529 ... -0.03926747 -0.02617064
  0.03271165]"
9102,vclaim-sno-obama-endorses-grandson-terrorist,"[ 0.1101367   0.13975395  0.1052026  ...  0.00474529 -0.03384259
  0.07609115]"
9103,vclaim-sno-obama-enforces-islamic-prayer,"[ 0.0629307   0.15417075  0.01951005 ...  0.02585248 -0.01482042
 -0.00627326]"
9104,vclaim-sno-obama-epstein-medal-freedom,"[ 0.04972912  0.21016705 -0.00039401 ... -0.03074279 -0.03814262
  0.13599901]"
9105,vclaim-sno-obama-even-terrorists-have-rights,"[ 0.04972912  0.08089174  0.02089013 ...  0.06090888 -0.03814262
  0.02637829]"
9106,vclaim-sno-obama-event-registry,[0.06239552 0.07446925 0.06598587 ... 0.0304133  0.0250807  0.01639917]
9107,vclaim-sno-obama-evicted-mansion,"[ 0.04972912  0.0822179   0.06585876 ...  0.05319094 -0.0203137
  0.00528942]"
9108,vclaim-sno-obama-executive-order-hussain,"[ 0.04972912  0.11684669  0.04260254 ... -0.03926747 -0.00906548
  0.10202749]"
9109,vclaim-sno-obama-executive-order-military-citizens,"[ 0.071513    0.13336094  0.03039409 ... -0.03088024 -0.03814262
  0.03801124]"
9110,vclaim-sno-obama-fauci-gates-wuhan-lab,[0.09173671 0.09458043 0.10448699 ... 0.04096906 0.00174162 0.14367726]
9111,vclaim-sno-obama-fbi-connect-dots,"[ 0.07520516  0.06431729  0.15126413 ...  0.0732084  -0.03235987
  0.00082058]"
9112,vclaim-sno-obama-fines-abc-charlie-brown-christmas,"[ 0.04972912  0.16130003  0.10565399 ...  0.05574606 -0.03814262
  0.15192692]"
9113,vclaim-sno-obama-first-ex-president-criticize-successor,"[ 0.04910484  0.11979448  0.06255616 ...  0.03007703 -0.01862803
  0.1724741 ]"
9114,vclaim-sno-obama-flag-pearl-harbor,"[ 0.04972912  0.11286677  0.15902613 ...  0.03076246 -0.03814262
  0.01999094]"
9115,vclaim-sno-obama-flags-houston-reagan,[0.06096737 0.08407824 0.07301471 ... 0.02318868 0.         0.09853439]
9116,vclaim-sno-obama-fly-lip-image,"[ 0.06426426  0.16053855  0.10448699 ...  0.05108885 -0.03814262
  0.02787434]"
9117,vclaim-sno-obama-for-kenya-presidency,"[ 1.1013670e-01  1.8639116e-01  7.6981165e-02 ... -8.6929349e-06
 -1.5604115e-02  5.2112266e-02]"
9118,vclaim-sno-obama-force-fbi-delete-500000-fugitives,[0.04493946 0.14636496 0.06942044 ... 0.04905514 0.04000048 0.00644883]
9119,vclaim-sno-obama-forces-americans-to-celebrate-gay-sex,"[ 0.11029399  0.13911448  0.05767373 ...  0.07158675 -0.03814262
  0.02003548]"
9120,vclaim-sno-obama-foreign-contributions,"[ 0.07817028  0.11929136  0.04384795 ...  0.02362283 -0.03451543
  0.01177931]"
9121,vclaim-sno-obama-foreign-student,[0.07881024 0.12759054 0.13514318 ... 0.02897757 0.00470944 0.05801299]
9122,vclaim-sno-obama-foundation-ballot-printing,"[ 0.05894563  0.1160993   0.02607772 ...  0.1414628  -0.03814262
  0.07644593]"
9123,vclaim-sno-obama-foundation-floyd-death,[0.06738397 0.17574355 0.15067255 ... 0.06329821 0.         0.1369783 ]
9124,vclaim-sno-obama-foundation-indictment,[0.07186656 0.111011   0.06571858 ... 0.00374195 0.00179759 0.07087199]
9125,vclaim-sno-obama-freed-uss-cole-terrorist,"[ 0.12319914  0.161942    0.12196305 ...  0.00296106 -0.026862
  0.09901859]"
9126,vclaim-sno-obama-general-greene-funeral,[0.0708112  0.08192765 0.10335632 ... 0.03133235 0.01158736 0.12175406]
9127,vclaim-sno-obama-gives-bush-bunny-ears,"[ 0.11729226  0.13957874  0.10448699 ...  0.06393265 -0.03814262
  0.12873477]"
9128,vclaim-sno-obama-gives-kill-order-for-bald-eagles,[0.07136595 0.10399047 0.11685841 ... 0.11962804 0.018282   0.0362887 ]
9129,vclaim-sno-obama-gives-san-bernardino-terrorists-islamic-funeral,"[ 0.06538413  0.07212213  0.13117859 ...  0.06439352 -0.03093849
  0.02708139]"
9130,vclaim-sno-obama-golf-outing-with-tiger-woods,"[ 0.02882574  0.26096565  0.04282584 ...  0.07333744 -0.03814262
  0.05566136]"
9131,vclaim-sno-obama-gun-laws-crime,"[ 0.06565662  0.08089174  0.03676393 ... -0.01723432 -0.03814262
  0.04000432]"
9132,vclaim-sno-obama-hillary-blanket-pardon,"[ 0.1047182   0.08231249  0.06585559 ...  0.00343476 -0.03814262
  0.02820854]"
9133,vclaim-sno-obama-hillary-clinton-isnt-qualified,"[ 0.08056305  0.0867861   0.08634577 ...  0.0036651  -0.03814262
  0.03228464]"
9134,vclaim-sno-obama-hot-dog-museum,"[ 0.08751301  0.07599302  0.17672254 ...  0.12866925 -0.03814262
  0.04457878]"
9135,vclaim-sno-obama-hot-food-stamps,[0.04972912 0.04724628 0.11270412 ... 0.11319825 0.02312854 0.01397675]
9136,vclaim-sno-obama-impeached-president-judges,"[ 0.06785125  0.09090294  0.07551967 ...  0.0489273  -0.03814262
  0.06414091]"
9137,vclaim-sno-obama-impeachment-hearings-begin,"[ 0.06864351  0.10668367  0.04934587 ... -0.03926747 -0.03814262
  0.00746986]"
9138,vclaim-sno-obama-impeachment-proceedings,[0.1101367  0.13975395 0.07698116 ... 0.03785264 0.00558702 0.13121808]
9139,vclaim-sno-obama-in-cemetery-on-veterans-day,"[ 0.05682091  0.08392293  0.10448699 ...  0.09500612 -0.02639904
  0.03871837]"
9140,vclaim-sno-obama-in-handcuffs,"[ 0.09588201  0.11973897  0.15833162 ... -0.03913879 -0.01719336
  0.06974306]"
9141,vclaim-sno-obama-iq-test,"[ 0.06368089  0.12044774  0.1346023  ...  0.11689295 -0.03814262
  0.01195017]"
9142,vclaim-sno-obama-isra-terrorism-funding,"[ 0.07235011  0.10333297  0.06396896 ... -0.01221166  0.02401899
 -0.02561799]"
9143,vclaim-sno-obama-kanye-chicago-bush,"[ 0.12505746  0.13037328  0.23303393 ... -0.03926747 -0.03814262
  0.10456934]"
9144,vclaim-sno-obama-law-licenses,"[ 0.04742696  0.05880693  0.0819245  ...  0.07875848 -0.0015918
  0.03796274]"
9145,vclaim-sno-obama-led-u-n-pay-blacks-reparations,"[ 0.07241785  0.14667054  0.15000913 ... -0.03278737  0.01257099
  0.00694145]"
9146,vclaim-sno-obama-left-trump-a-white-house-full-of-roaches,"[ 0.12265345  0.15472347  0.11136185 ... -0.00199329 -0.02123286
  0.09751015]"
9147,vclaim-sno-obama-letizia-bruni,"[ 0.05682091  0.03308534  0.12565878 ...  0.06087195 -0.02471705
  0.06979567]"
9148,vclaim-sno-obama-lowers-sexual-consent-13,"[ 0.09525274  0.10200239  0.02165002 ...  0.03054857 -0.0320277
  0.11272492]"
9149,vclaim-sno-obama-malcolm-x-king,"[ 0.05682091  0.07599302  0.13705827 ...  0.0644725  -0.03814262
  0.16393173]"
9150,vclaim-sno-obama-mama-drama,"[ 0.05361319  0.08089174  0.08659652 ... -0.03926747 -0.02455244
  0.02598804]"
9151,vclaim-sno-obama-medal-of-freedom-weinstein-clinton-cosby-weiner,"[ 0.14434667  0.11594316  0.06778225 ...  0.06948442 -0.03359488
  0.14188366]"
9152,vclaim-sno-obama-melania-trumps-backside,"[ 0.0708112   0.08159447  0.15455921 ...  0.13052247 -0.03814262
  0.10865089]"
9153,vclaim-sno-obama-military-christmas-ban,"[ 0.08041822  0.13955143  0.06420201 ...  0.07057069 -0.03814262
  0.00992113]"
9154,vclaim-sno-obama-miss-golf-holiday,"[ 0.05842681  0.14090058  0.16561198 ...  0.04575249 -0.03814262
  0.04452755]"
9155,vclaim-sno-obama-more-flexibility-russia,"[ 0.06297628  0.08460084  0.13997574 ...  0.05362837 -0.02395193
  0.05035995]"
9156,vclaim-sno-obama-mothers-day-abortions,"[ 0.04972912  0.13955143  0.04795287 ...  0.03034267 -0.03814262
  0.04089831]"
9157,vclaim-sno-obama-moving-to-canada,"[ 0.07296534  0.07803056  0.04222525 ...  0.04263861 -0.03814262
  0.18604201]"
9158,vclaim-sno-obama-nancy-reagans-funeral,"[ 0.05582791  0.0678039   0.06643215 ...  0.01770591 -0.03814262
  0.10209028]"
