,ver_claim_ids,ver_claim_encodings
5923,vclaim-sno-holocaust-museum-warning-signs-fascism,"[ 0.04485807 -0.01906603  0.02153067 ... -0.03966999  0.02707502
  0.04635101]"
5924,vclaim-sno-holocaust-teaching-ban-uk,"[ 0.04642596  0.05318983  0.01730418 ... -0.00730209  0.04555992
  0.00431227]"
5925,vclaim-sno-holy-day-game,"[ 0.01804605  0.00883841  0.02551859 ... -0.00480487 -0.03026849
 -0.03182763]"
5926,vclaim-sno-holy-smoke,"[-0.00278574 -0.00954856  0.04891545 ...  0.04304921  0.05727796
 -0.03873876]"
5927,vclaim-sno-home-affairs-robbery-census,"[ 0.02863748 -0.05687131  0.02582707 ... -0.01763535 -0.00064462
  0.01714179]"
5928,vclaim-sno-home-alone-mccallister-house,"[ 0.03501081 -0.04790647  0.04793956 ...  0.01364601  0.04650252
 -0.01815175]"
5929,vclaim-sno-home-alone-ticket-thrown-away,"[-0.00935341 -0.03276904 -0.02831883 ...  0.04325966  0.04045207
 -0.05234477]"
5930,vclaim-sno-home-alone-world-trade-center,"[ 0.00968178  0.01911992 -0.03195717 ...  0.00590136  0.00945127
 -0.02909378]"
5931,vclaim-sno-home-depot-bee-pesticides,"[ 0.0343207   0.01394379 -0.01497487 ...  0.03349591  0.01310349
 -0.01681865]"
5932,vclaim-sno-home-depot-cofounder-endorses-donald-trump,"[-0.03705716 -0.03121327 -0.01055451 ...  0.02976458 -0.00282354
 -0.00353238]"
5933,vclaim-sno-home-depot-facebook-coupon-scam,"[ 0.04509443 -0.03635151 -0.02298545 ...  0.03434736 -0.03289098
 -0.00818657]"
5934,vclaim-sno-home-depot-hat-response,"[-0.03000459 -0.02062885  0.04716638 ...  0.04442135 -0.01891311
 -0.03523292]"
5935,vclaim-sno-home-depot-recalled-ceiling-fans,"[-0.0031964   0.0069525  -0.02434579 ...  0.0464019   0.00552065
 -0.01423816]"
5936,vclaim-sno-home-depot-trump-border-wall,"[ 0.02473325  0.01552978 -0.02640004 ...  0.0430326   0.00063412
 -0.0101002 ]"
5937,vclaim-sno-home-depot-veteran,[0.00544133 0.0337855  0.01844688 ... 0.04829171 0.05049046 0.0003182 ]
5938,vclaim-sno-home-depot,"[ 0.00222143 -0.0268695   0.05289428 ...  0.06283036 -0.00796016
 -0.01836665]"
5939,vclaim-sno-home-despot,"[ 0.00750228  0.05674414 -0.04048656 ...  0.03397681  0.01409348
  0.02521641]"
5940,vclaim-sno-home-invasion-thwarted,[0.04932058 0.00737964 0.03401189 ... 0.05406608 0.05373805 0.01764732]
5941,vclaim-sno-home-on-the-million-dollar-range,"[-0.00529437  0.02849204 -0.03284046 ...  0.01643346  0.03437966
 -0.01357449]"
5942,vclaim-sno-home-pregnancy-tests-detect-testicular-cancer,"[ 0.00568163  0.04064445 -0.0435125  ... -0.0072373   0.05021523
  0.0384785 ]"
5943,vclaim-sno-home-run,"[ 0.03778233  0.00514888 -0.00528933 ...  0.00107585  0.0513303
  0.00777016]"
5944,vclaim-sno-home-sales-tax,"[ 0.00817445  0.04271732 -0.02441472 ...  0.01557838  0.01621265
 -0.00351854]"
5945,vclaim-sno-homeland-security-indicts-hillary,"[-0.03297243  0.00500759 -0.04483331 ...  0.0382531   0.0177108
 -0.02799738]"
5946,vclaim-sno-homeless-go-back-to-africa-sign,"[ 0.01020531 -0.04567679  0.0203393  ...  0.01436236  0.02918996
  0.05768214]"
5947,vclaim-sno-homeless-in-the-range,"[ 0.01784806 -0.04413437 -0.01363095 ...  0.01161605  0.00841942
  0.0406605 ]"
5948,vclaim-sno-homeless-man-vs-corporate-thief,"[-0.01378971 -0.00642819 -0.02953736 ... -0.01583659 -0.04868504
 -0.06410779]"
5949,vclaim-sno-homeless-veteran-dying-bush,"[ 0.00136975 -0.04564185  0.05450378 ...  0.04712536 -0.02524559
  0.00638147]"
5950,vclaim-sno-homeless-woman-frozen-baby,"[-0.03607425  0.02079647  0.01384347 ... -0.00376112  0.03892832
  0.05125653]"
5951,vclaim-sno-homeopathic-drugs-now-illegal,"[ 0.04496478  0.02457083 -0.00039602 ...  0.01149549  0.02869969
  0.02033147]"
5952,vclaim-sno-homeowner-trapped-installing-christmas-decorations,"[-0.02390841 -0.01928743  0.03501415 ...  0.02693988 -0.00628368
 -0.02665287]"
5953,vclaim-sno-hometown-buffett,"[-0.04725423  0.02809042 -0.03579629 ...  0.00341879 -0.00474556
 -0.00032786]"
5954,vclaim-sno-homework-spelled-backwards,"[ 0.04065315  0.0078817  -0.040511   ...  0.02719371 -0.05569402
 -0.05983056]"
5955,vclaim-sno-homicide-victims-with-restraining-orders,"[-0.04842125  0.00916983  0.01709997 ...  0.01094414  0.02022754
  0.03188456]"
5956,vclaim-sno-honda-cog-commercial,"[-0.02762741 -0.00164493 -0.01464238 ...  0.01127813 -0.03551095
 -0.04940457]"
5957,vclaim-sno-honey-and-cinnamon-cure,"[ 0.02662545 -0.02357988 -0.0118359  ... -0.03213125 -0.03839716
 -0.03203914]"
5958,vclaim-sno-honey-bees-cook-murder-hornets,"[ 0.0139805  -0.04325086  0.02376908 ...  0.02029253  0.05948142
 -0.02700444]"
5959,vclaim-sno-honey-browser-extension,"[ 0.02441673 -0.03641345 -0.01468565 ... -0.02335604  0.01107398
 -0.04762737]"
5960,vclaim-sno-hong-kong-protesters-projectors,"[ 0.00254852 -0.0332334   0.03525343 ... -0.00758068  0.01114845
 -0.03764076]"
5961,vclaim-sno-honor-barred,"[ 0.05674623  0.00684429  0.04340798 ...  0.03566886  0.01623554
 -0.04424011]"
5962,vclaim-sno-honor-guard,"[ 0.0233484  -0.02539215  0.01179655 ... -0.03828497 -0.00688095
  0.01207026]"
5963,vclaim-sno-hooray-for-heywood,"[-0.05390403 -0.03870713 -0.0317356  ... -0.00861116 -0.02089846
 -0.01884082]"
5964,vclaim-sno-hooters-valentines-day-special,"[ 0.0417332   0.00366181  0.01465688 ... -0.00276803 -0.01666562
 -0.01130888]"
5965,vclaim-sno-hoover-dam-bodies,"[ 0.01432581 -0.02581632  0.02667498 ...  0.02863312  0.03767616
 -0.05558357]"
5966,vclaim-sno-hope-springs-eternal,"[ 0.0036414  -0.02339681  0.05075739 ...  0.04826964  0.00330766
 -0.05043669]"
5967,vclaim-sno-hopping-mad,"[-0.02421031 -0.0269158   0.06425623 ...  0.0222735   0.03217432
  0.01762518]"
5968,vclaim-sno-horngus-of-a-dongfish,"[-0.00483938 -0.0289586   0.04340212 ... -0.01281147  0.00865721
 -0.05299661]"
5969,vclaim-sno-horse-and-home,"[ 0.02065245  0.01219913  0.04626108 ... -0.02424734  0.03356492
  0.04902674]"
5970,vclaim-sno-horse-horse,"[-0.04662516  0.02421121  0.03261229 ... -0.03514646  0.04765639
 -0.03847198]"
5971,vclaim-sno-horse-living-in-apartment,"[-0.01937591  0.0351858   0.00636657 ...  0.00090547  0.01374503
 -0.01022132]"
5972,vclaim-sno-horse-markings-wolf,"[-0.04250301  0.02789267  0.04977687 ... -0.0280483   0.04607327
 -0.01964409]"
5973,vclaim-sno-horse-of-a-diffident-choler,"[ 0.00439994  0.01846104 -0.03231893 ... -0.03061744  0.01089548
  0.00329837]"
5974,vclaim-sno-horse-rescue-niagara,"[ 0.0084352   0.01454549 -0.00796016 ... -0.04041009 -0.02338446
 -0.00837361]"
5975,vclaim-sno-horse-thief-ancestor,"[-0.05852897  0.02270943 -0.03109158 ... -0.03066876  0.03874887
 -0.05726521]"
5976,vclaim-sno-horseless-carriage-committee,"[-0.00316131  0.01790906  0.02560269 ... -0.00032645 -0.04379476
 -0.01490825]"
5977,vclaim-sno-hospital-care,"[ 0.03275626  0.01429032  0.03035594 ...  0.0064356   0.01611038
 -0.05859692]"
5978,vclaim-sno-hospital-visit,"[-0.01612849  0.04761377 -0.04917437 ...  0.04136689  0.02196104
 -0.05091001]"
5979,vclaim-sno-hospitals-july,"[-0.01580463  0.0231697  -0.0192683  ...  0.03224538 -0.01755949
  0.03199345]"
5980,vclaim-sno-hostage-negotiations,"[ 0.00734128  0.01316035 -0.01732946 ... -0.00183168  0.00819942
  0.02697556]"
5981,vclaim-sno-hostess-with-the-mostest,"[ 0.05988193  0.03014006 -0.01733356 ...  0.02715489 -0.01529056
 -0.00696531]"
5982,vclaim-sno-hostile-forces,"[ 0.02697631  0.05615871 -0.04735439 ... -0.02736528  0.02250116
  0.01237437]"
5983,vclaim-sno-hot-button-issue,"[-0.01603116  0.0240063   0.03902107 ...  0.03199425  0.04771106
 -0.03961971]"
5984,vclaim-sno-hot-cross-bun-breathalyzer,"[-0.02598499 -0.05057154 -0.0257063  ... -0.03988315  0.00698572
 -0.00098858]"
5985,vclaim-sno-hot-dog-dog-meat,"[-0.03148082  0.00019838 -0.00361885 ...  0.05095235 -0.0148648
  0.03205746]"
5986,vclaim-sno-hot-dog,"[-0.02611874  0.01257103  0.03097922 ...  0.02969534  0.01255458
 -0.0127893 ]"
5987,vclaim-sno-hot-mic-fox-news-covid,"[ 0.02277949  0.01682912 -0.00190634 ... -0.00239059 -0.03553825
 -0.01265101]"
5988,vclaim-sno-hot-pockets-recall,"[ 0.00357867 -0.01275937 -0.04142101 ... -0.02468598 -0.02400501
 -0.01220857]"
5989,vclaim-sno-hotel-california,"[ 0.04381638  0.03675382  0.00765985 ...  0.05492772 -0.00320972
 -0.02310006]"
5990,vclaim-sno-hotel-cleaner-used-condom,"[ 0.00544778  0.02873968 -0.03985152 ...  0.0551521   0.01096541
 -0.02536743]"
5991,vclaim-sno-hotel-of-the-gods,"[-0.01438074 -0.06098072 -0.01219163 ...  0.01526922 -0.00049742
  0.03581711]"
5992,vclaim-sno-hotel-room-credit-card-phone-call-scam,"[ 0.04616144 -0.00308758 -0.03249909 ...  0.05449913 -0.00768197
 -0.00048544]"
5993,vclaim-sno-hotel-sheep,"[ 0.03233594 -0.03817773  0.04728836 ...  0.04377514  0.0131119
  0.04427038]"
5994,vclaim-sno-hotel-towel-under-door,"[ 0.04267542 -0.02971388  0.00556043 ...  0.00652523 -0.03896637
  0.02407308]"
5995,vclaim-sno-hotelicopter,"[ 0.00422601  0.036884    0.02212605 ...  0.04222645 -0.02231935
 -0.03556406]"
5996,vclaim-sno-hotels-accept-pets,"[-0.01246825 -0.01942849 -0.01727726 ...  0.03457423 -0.02835118
  0.00756207]"
5997,vclaim-sno-hour-dearly-beloved,"[-0.04637885  0.01081026  0.04872374 ...  0.03977172  0.01965491
 -0.02835251]"
5998,vclaim-sno-house-25-million-raise-covid,"[ 0.03131166  0.04750906 -0.04047022 ... -0.01825634  0.00186143
 -0.01839005]"
5999,vclaim-sno-house-bill-196-castle-doctrine,"[ 0.00734821  0.04626459 -0.04697745 ...  0.00650929 -0.02247513
  0.00144462]"
6000,vclaim-sno-house-cleaning,[0.00031603 0.0361117  0.03667984 ... 0.01705965 0.03382174 0.05156471]
6001,vclaim-sno-house-committee-oath-god,"[-0.02206689  0.04854997 -0.03559076 ... -0.00851409 -0.00808945
  0.01685738]"
6002,vclaim-sno-house-democrats-in-ghana,"[ 0.012504   -0.04202658 -0.02380221 ...  0.0001547   0.02588782
  0.00901749]"
6003,vclaim-sno-house-exorcism-hurricane,"[ 0.02445028  0.02944132  0.01042114 ...  0.04485235  0.02512464
 -0.0458136 ]"
6004,vclaim-sno-house-fire-nike-shoes-burn,"[-0.00133199 -0.05592851  0.05944931 ...  0.04133648  0.03618333
 -0.06266781]"
6005,vclaim-sno-house-fire-virginia,"[ 0.03013172 -0.01866993  0.04560493 ...  0.04737585  0.05811068
 -0.06025032]"
6006,vclaim-sno-house-passes-bill-letting-government-contractors-fire-lgbt-people,"[ 2.0834034e-02  4.4770326e-02 -3.6410455e-02 ...  2.9088533e-02
  3.9356563e-02  9.3292547e-06]"
6007,vclaim-sno-house-rules,"[-0.0107417   0.00028676  0.04169103 ...  0.06354017  0.05225771
 -0.03647291]"
6008,vclaim-sno-house-shield-from-prosecution,"[-0.01605069  0.04130498 -0.05398836 ... -0.00035549  0.02322937
  0.00353734]"
6009,vclaim-sno-house-speaker-podium-ebay,"[-0.00761216  0.02744474  0.02000931 ...  0.02612015  0.05428426
  0.00059083]"
6010,vclaim-sno-household-dieffenbachia-deadly,"[ 0.01704002  0.04937241 -0.03157555 ...  0.03628238  0.03399289
 -0.0106994 ]"
6011,vclaim-sno-household-printers-tracking-code,"[-0.03865753 -0.04704085 -0.01130373 ...  0.01843522  0.01594758
 -0.05707522]"
6012,vclaim-sno-household-uses-for-wd-40,"[ 0.01669146 -0.04042713 -0.04303827 ... -0.00290727 -0.05179761
 -0.03890825]"
6013,vclaim-sno-houses-in-unusual-places,"[-0.01193365 -0.03817155  0.01744029 ... -0.0267314   0.00449169
  0.00521618]"
6014,vclaim-sno-houston-cannibal-ivan-yanukovych,"[-0.0015374  -0.05526121  0.02029376 ...  0.05089204  0.01964539
 -0.04872029]"
6015,vclaim-sno-houston-elevator-death,"[-0.03604147  0.04659148  0.03559632 ...  0.04067859  0.02540213
 -0.0525858 ]"
6016,vclaim-sno-houston-gas-masks-mosquitoes,"[ 0.02954258 -0.00813961  0.01441631 ...  0.01206204 -0.02863299
  0.03710876]"
6017,vclaim-sno-houston-hustle,"[ 0.03255022  0.01706331  0.03973723 ...  0.03786185  0.04489067
 -0.0256967 ]"
6018,vclaim-sno-houston-we-have-a-problem,"[ 0.04345235  0.03756021 -0.00264918 ...  0.04396411 -0.00786557
  0.05027951]"
6019,vclaim-sno-how-big-is-wal-mart,"[ 0.0227059  -0.01651331  0.01803787 ...  0.02692188 -0.03502285
  0.00948843]"
6020,vclaim-sno-how-four-presidents-celebrated-4th-of-july,"[-0.00193847  0.0017405  -0.04963761 ... -0.00958196  0.04890965
 -0.04533688]"
6021,vclaim-sno-how-green-was-my-ballyhoo,"[ 0.00224364 -0.02031165 -0.03730327 ... -0.04693888 -0.02207919
 -0.03840867]"
6022,vclaim-sno-how-much-sugar-cadbury-creme-egg,"[ 0.05611175 -0.06458048  0.02594341 ... -0.03379172 -0.04249403
 -0.01970226]"
6023,vclaim-sno-how-to-be-a-good-wife,"[ 0.04519936 -0.01628253 -0.01932501 ... -0.0065409  -0.03911505
  0.03625649]"
6024,vclaim-sno-how-to-create-a-social-state,"[-0.0016392  -0.05485096  0.02144995 ...  0.00658019 -0.03991302
  0.05336226]"
6025,vclaim-sno-how-to-fix-the-economy,"[ 0.03641069  0.02396302 -0.04393458 ...  0.04471141 -0.05553015
  0.01615872]"
6026,vclaim-sno-howie-mandel-justin-trudeau,"[-0.02512015  0.02011293  0.00293575 ... -0.0367258  -0.03234807
 -0.03924038]"
6027,vclaim-sno-howl-to-the-chief,"[-0.01577127 -0.02024075  0.04332352 ...  0.00483025  0.03203809
  0.01706603]"
6028,vclaim-sno-hpcd-car-fuel,"[ 0.00998537  0.00293301  0.04719195 ...  0.04010662 -0.00543551
 -0.05670602]"
6029,vclaim-sno-hpv-kissing-aids,"[ 0.04735836 -0.01145527 -0.02757499 ... -0.02081302  0.03705697
  0.02953221]"
6030,vclaim-sno-hr-420,"[-0.01294035  0.01441562 -0.02773303 ... -0.02016171 -0.01868737
  0.01446919]"
6031,vclaim-sno-hr-615,"[-0.00402509 -0.0265037   0.01723563 ...  0.02730116  0.03063902
  0.05579598]"
6032,vclaim-sno-hr1-democrats-immigrants-vote,"[ 0.00195693  0.02337389 -0.00942942 ... -0.00954046  0.03169386
  0.0338669 ]"
6033,vclaim-sno-hr6666-facilities-vaccinations,"[ 0.02380824  0.06045758 -0.0126692  ... -0.04099273  0.03478441
  0.04210854]"
6034,vclaim-sno-hr6666-remove-covid-patients-homes,"[ 0.02790123  0.01259976  0.01700334 ... -0.01182379  0.04979466
  0.03239423]"
6035,vclaim-sno-http-vs-https,"[-0.03617183 -0.00075927 -0.02015949 ... -0.03194531 -0.02174831
 -0.06163219]"
6036,vclaim-sno-hubby-hubby,"[-0.01859325 -0.00931441  0.02251124 ...  0.00351915  0.03139135
 -0.03048472]"
6037,vclaim-sno-huckabee-handshake,"[ 0.02835299 -0.00030648  0.0015727  ... -0.0156738  -0.01717701
  0.01018082]"
6038,vclaim-sno-huckabee-letter-biden-fraud,"[-0.03413861  0.01231362  0.01267314 ...  0.01506849  0.02478192
  0.00058439]"
6039,vclaim-sno-huckabee-sanders-red-hen-protest,"[-0.02918355  0.00312522  0.03984058 ...  0.0494405   0.03519444
 -0.01686555]"
6040,vclaim-sno-huckabee-son-dog,"[ 0.04481947  0.04339926  0.05611676 ...  0.02624788  0.04790661
 -0.01716187]"
6041,vclaim-sno-huckabee-trump-biden-meme,"[ 0.01341625 -0.05085675 -0.01457395 ... -0.04547075 -0.00282999
  0.01587259]"
6042,vclaim-sno-hud-tiny-homes-ban,[0.01323572 0.0043615  0.01465021 ... 0.00744403 0.02001881 0.04010169]
6043,vclaim-sno-hue-cry,"[ 0.00242566 -0.01200764 -0.0090655  ...  0.00416801 -0.01901194
 -0.0478643 ]"
6044,vclaim-sno-hug-a-muslim-day,"[ 0.00731014  0.00498465  0.00701628 ... -0.04733071  0.00209115
  0.01656194]"
6045,vclaim-sno-huge-ammonite,"[ 0.00287311  0.01522324  0.00056593 ... -0.02723788  0.04113811
 -0.02595637]"
6046,vclaim-sno-huge-crowd-at-trump-rally-in-panama-city-florida,"[-0.03261723 -0.02021421  0.0435253  ... -0.01206098  0.04754338
  0.01915637]"
6047,vclaim-sno-huge-tsunami-wave,"[ 0.05666073 -0.03323547  0.01514425 ... -0.00501989  0.02517981
  0.04545071]"
6048,vclaim-sno-huggies-chemical-burns,"[ 0.02927709  0.00560648  0.00391117 ...  0.03217274  0.00832431
 -0.01453371]"
6049,vclaim-sno-hugh-mann-alien-life-mars,"[-0.00945822  0.01970699  0.0143557  ... -0.00676207 -0.00775374
 -0.00714874]"
6050,vclaim-sno-hulk-hogan-death-hoax-2,"[-0.05636195  0.01435551  0.04461735 ...  0.03778956  0.05946353
 -0.03279416]"
6051,vclaim-sno-huma-abedin-insurance,"[-0.02213354  0.00599557 -0.03808756 ...  0.01058886 -0.01655218
 -0.02222443]"
6052,vclaim-sno-huma-abedin-ties-to-terrorists,"[-0.021796    0.008089   -0.0225618  ... -0.03128801 -0.04046447
 -0.00843207]"
6053,vclaim-sno-human-bird-wings,"[-0.05203968  0.02453856  0.00073001 ...  0.033257   -0.02338718
 -0.0254303 ]"
6054,vclaim-sno-human-creamains-ocean-reef,"[ 0.03317681 -0.0038289   0.04556936 ... -0.00337807  0.0073841
 -0.05047031]"
6055,vclaim-sno-human-gorilla-hybrid,"[ 0.02892664  0.00226795  0.00856701 ...  0.03447902  0.0295558
 -0.02904652]"
6056,vclaim-sno-human-nacho-spa-treatment,"[ 0.06079658 -0.00295045  0.01881869 ... -0.00466406 -0.02563343
 -0.01314544]"
6057,vclaim-sno-human-robot-driveway-video,"[-0.0074131   0.0130463  -0.0161109  ...  0.03786124 -0.02666194
 -0.0279711 ]"
6058,vclaim-sno-human-sacrifice-captured-at-cern,"[ 0.0545443   0.02404418  0.02325775 ...  0.00988743  0.00182081
 -0.03351274]"
6059,vclaim-sno-human-statue-of-liberty,"[ 0.01961002 -0.01893009  0.01359388 ... -0.04543953 -0.01272431
  0.04061333]"
6060,vclaim-sno-human-trafficking-hotspots,"[ 0.01223348 -0.04476614 -0.03262873 ...  0.03940466 -0.00604239
  0.05292701]"
6061,vclaim-sno-human-zoo-1958-worlds-fair,"[ 0.00890887 -0.03351416  0.00835636 ... -0.01115081  0.0501969
 -0.00597664]"
6062,vclaim-sno-hummer-bummer,"[ 0.00416318  0.01631502 -0.0186661  ...  0.06166698  0.02377774
 -0.03133507]"
6063,vclaim-sno-humpback-whale-eat-kayaker,"[ 0.04937498  0.0336378   0.01491338 ... -0.02046271  0.0301578
 -0.02226342]"
6064,vclaim-sno-hunan-fireworks,"[ 0.03787652 -0.02011878  0.03233737 ... -0.02173833 -0.04463061
 -0.02542251]"
6065,vclaim-sno-hunter-biden-dead-overdose-hoax,"[-0.04989353 -0.00655095 -0.00023069 ...  0.00238219  0.0462916
  0.00995845]"
6066,vclaim-sno-hunter-biden-discharge,"[ 0.00741848  0.01432308  0.04029121 ... -0.01825779  0.0428928
 -0.06250183]"
6067,vclaim-sno-hunter-biden-flipped-fbi,"[-0.020907   -0.01836156  0.01984554 ...  0.03850233  0.02202876
 -0.03246896]"
6068,vclaim-sno-hunter-biden-malia-obama-cocaine,"[-0.00538664 -0.02340309  0.00828572 ... -0.02901117  0.04289501
 -0.04347232]"
6069,vclaim-sno-hunter-nearly-killed-by-brutal-sexual-assault-from-moose,"[-0.01647842 -0.00241878 -0.01445549 ... -0.00981887  0.03720104
  0.01445743]"
6070,vclaim-sno-hunter-scott,"[-0.02421236 -0.0131634   0.04879058 ...  0.02323099  0.04820327
 -0.00776524]"
6071,vclaim-sno-hunters-moon-two-suns,"[-0.01132319 -0.06544245  0.05197072 ... -0.04784014  0.02619417
 -0.00397454]"
6072,vclaim-sno-hunting-children-photo,"[-0.0131686  -0.01287346 -0.04608604 ... -0.01053818  0.03652838
  0.0320193 ]"
6073,vclaim-sno-hunting-license,"[-0.00968095 -0.03981906 -0.03054207 ... -0.04086454  0.02418578
 -0.00591885]"
6074,vclaim-sno-hunting-licenses-versus-armies,"[-0.03480994  0.02543863 -0.05194749 ... -0.02174418  0.02078693
  0.03162346]"
6075,vclaim-sno-hurricane-dorian-near-florida,"[ 0.04766123  0.02280862  0.02709814 ... -0.02104655 -0.02091841
  0.03895175]"
6076,vclaim-sno-hurricane-gas-bumper-sticker,"[-0.02155836  0.01518638  0.05492293 ...  0.02613661  0.0421698
 -0.04069988]"
6077,vclaim-sno-hurricane-hanna-border-fence,"[ 0.03266136  0.01959052  0.03729938 ... -0.00597925  0.01661268
 -0.00607769]"
6078,vclaim-sno-hurricane-hermine-waterspout-nc,"[ 0.02006621 -0.01322569  0.02372745 ... -0.01655466  0.02699626
 -0.01191733]"
6079,vclaim-sno-hurricane-irene,"[-0.01943861 -0.01361196  0.04685176 ... -0.02405711 -0.01069414
  0.00355846]"
6080,vclaim-sno-hurricane-irma-faq,"[-0.02356075 -0.00981294  0.01209028 ...  0.03164334 -0.04127015
 -0.00441755]"
6081,vclaim-sno-hurricane-irma-hitting-miami-airport,"[ 0.03353682  0.02265085  0.05038714 ...  0.01749037 -0.01493233
  0.00659211]"
6082,vclaim-sno-hurricane-irma-track-become-category-6-storm,"[-0.0024417   0.02948867  0.047906   ...  0.03375285 -0.0227357
  0.05063601]"
6083,vclaim-sno-hurricane-jose-30-foot-waves-jennettes-pier,"[ 0.02030194 -0.04807474  0.03184427 ...  0.00666045  0.02614071
 -0.02821553]"
6084,vclaim-sno-hurricane-katrina-looters,"[-0.02535463 -0.06287429  0.01336912 ... -0.03868305 -0.03548887
 -0.0297182 ]"
6085,vclaim-sno-hurricane-michael-approaching-florida,"[-0.01153758 -0.02952359  0.0457731  ... -0.03273851  0.0325559
 -0.03798382]"
6086,vclaim-sno-hurricane-now-contains-sharks,"[-0.02145304 -0.0057938   0.01749984 ...  0.00594058 -0.01029486
  0.01269084]"
6087,vclaim-sno-hurricane-open-windows,"[ 0.01708851  0.00289425 -0.04181398 ...  0.00382686 -0.05402952
 -0.02150023]"
6088,vclaim-sno-hurricane-rules,"[-0.01431606 -0.03885919  0.00166765 ...  0.00154963 -0.05374793
 -0.02444941]"
6089,vclaim-sno-hurricane-sandy-fema-cleanup-crews,"[-0.01871659 -0.03846168 -0.00381095 ...  0.04560037 -0.04142337
  0.00652134]"
6090,vclaim-sno-hurricane-sandy-photographs,"[-0.02605468 -0.03397201  0.04670714 ... -0.03226071 -0.04841686
 -0.00097257]"
6091,vclaim-sno-hyatt-hotels-conservatives,"[ 0.04283151  0.04193926 -0.01088506 ... -0.02288653  0.04292188
  0.01932049]"
6092,vclaim-sno-hydrogen-peroxide,"[ 0.00972596 -0.01334174 -0.03615738 ... -0.03537182 -0.01603478
 -0.04666521]"
6093,vclaim-sno-hyland39s-teething-tablets-recall,"[ 0.04035749  0.02560782 -0.00145915 ...  0.01838799 -0.01513872
 -0.00501389]"
6094,vclaim-sno-hyperdontia-supernumerary-teeth,"[-0.02854692 -0.03259245  0.01766379 ...  0.05295522  0.05039287
 -0.00467909]"
6095,vclaim-sno-hypnotized-chicken,"[ 0.01545039 -0.00030648  0.05469171 ...  0.01684446  0.01803121
 -0.04503387]"
6096,vclaim-sno-hypo-hype,"[ 0.0269623   0.01737426 -0.0138834  ...  0.0085734  -0.04403633
 -0.03782685]"
6097,vclaim-sno-hyram-suddfluffel-impeachment,"[-0.03184669 -0.02459672  0.03436096 ... -0.0265802  -0.05185285
  0.00939184]"
6098,vclaim-sno-hyvee-coupon-scam,"[ 2.0071622e-02 -2.7807526e-02 -3.5736859e-02 ...  1.2910811e-02
 -4.2787705e-02 -4.5339551e-05]"
6099,vclaim-sno-i-68-and-i-70,"[ 0.00439476 -0.04044033  0.04086845 ...  0.02181926  0.03891557
 -0.01989007]"
6100,vclaim-sno-i-am-curious-yellow-pages,"[ 0.01243798 -0.03410913 -0.00525791 ...  0.05387483  0.01744531
 -0.0363271 ]"
6101,vclaim-sno-i-am-legend-zombie,"[ 0.04666952  0.02187045  0.02747245 ... -0.0336472   0.01512492
  0.04857693]"
6102,vclaim-sno-i-am-meth,"[ 0.0192824   0.0267882   0.04872091 ...  0.0457485   0.05671862
 -0.05819078]"
6103,vclaim-sno-i-can-breathe-shirts,"[ 0.0087017  -0.02860261  0.03872269 ... -0.02835769  0.00560053
 -0.0303218 ]"
6104,vclaim-sno-i-can39t-believe,"[-0.0069552  -0.00657389  0.01825242 ... -0.03559233 -0.02982333
 -0.05196904]"
6105,vclaim-sno-i-have-a-what,"[ 0.00148657 -0.05595026  0.0038127  ...  0.03996205  0.0396843
  0.0039189 ]"
6106,vclaim-sno-i-have-had-it,"[ 0.03849763  0.00485988  0.00444949 ...  0.03769693  0.0070705
 -0.02071737]"
6107,vclaim-sno-i-of-newt,"[ 0.0425967   0.03329876  0.02302517 ... -0.00888235  0.0146558
 -0.04024787]"
6108,vclaim-sno-i-ping-the-body-electric,"[-0.03114578 -0.04929272 -0.01827657 ...  0.0380203  -0.00838399
 -0.00169114]"
6109,vclaim-sno-i-saw-new-york,"[ 0.02040192 -0.05046912  0.02104677 ... -0.002368   -0.0455833
  0.03369939]"
6110,vclaim-sno-i-told-you-so,"[-0.05023155  0.04805121  0.02086268 ... -0.04509933 -0.01586224
 -0.03878394]"
6111,vclaim-sno-i40-north-carolina-underwater,"[-0.0164334  -0.05222512  0.02831788 ... -0.00806602 -0.00216318
 -0.04640995]"
6112,vclaim-sno-ia-fl-oh-election-loss,"[-0.05150158  0.02309766 -0.02864865 ...  0.00479611  0.02959743
  0.01900802]"
6113,vclaim-sno-ian-henderson,"[-0.04430024  0.01721222  0.00303564 ...  0.02624489 -0.00966659
 -0.01845337]"
6114,vclaim-sno-ibola,"[ 0.02208357  0.01585223 -0.0061212  ... -0.02162817 -0.00407308
  0.04296091]"
6115,vclaim-sno-ice-arrest-los-angeles-mayor,"[ 0.0542698   0.00881335 -0.01783212 ...  0.04919819  0.02870104
  0.01632723]"
6116,vclaim-sno-ice-arresting-children-photo,"[ 0.03128427  0.00460113  0.00846878 ... -0.00791891  0.04984454
 -0.00411415]"
6117,vclaim-sno-ice-badges,"[ 0.04006253  0.00249306 -0.05217567 ...  0.05853407 -0.00712696
  0.00414593]"
6118,vclaim-sno-ice-baiting,"[-0.03650444  0.01151981 -0.00862657 ... -0.04176138  0.04167407
  0.02568212]"
6119,vclaim-sno-ice-bucket-challenge-deaths,"[-0.03390824  0.00939183  0.02376305 ...  0.00246451  0.02771756
 -0.02634885]"
